,0
0,27.791986359761296
1,25.14919011082694
2,23.955669224211423
3,22.421142369991475
4,20.034100596760442
5,19.948849104859335
6,18.414322250639387
7,17.902813299232736
8,17.306052855924978
9,16.453537936913897
10,15.345268542199488
11,15.26001705029838
12,14.748508098891731
13,14.236999147485081
14,14.492753623188406
15,14.151747655583973
16,13.640238704177323
17,11.508951406649617
18,14.236999147485081
19,12.702472293265131
20,12.531969309462916
21,11.423699914748507
22,12.361466325660698
23,10.82693947144075
24,9.974424552429667
25,10.230179028132993
26,11.3384484228474
27,11.253196930946292
28,10.912190963341859
29,9.292412617220801
30,11.253196930946292
