,0
0,5.183063991013369
1,3.7697902936172025
2,3.2132238028668714
3,4.004689632035114
4,5.366240829670317
5,24.397296469745633
6,16.545133602999254
7,14.781646066476958
8,8.807651282454868
9,11.905729322692665
10,9.7423060022596
11,13.700404992949457
12,13.25368406828841
13,12.602195640966691
14,11.750105091647457
15,10.679790947934169
16,17.13179221501909
17,22.764361624415873
18,14.632060922232606
19,12.349541050741742
20,18.737029454260412
21,13.148988403035368
22,17.17195845448036
23,15.431730315774816
24,20.11908330137716
25,31.749943471015566
26,54.351868672265816
27,24.31612598372038
28,19.97021174989525
29,34.23383647407887
30,15.868781980522519
