,0
0,0.49763486824428654
1,0.420662444591112
2,0.4038671329458631
3,0.401970624572394
4,0.4044631846411498
5,0.408620370336397
6,0.4156153139592177
7,0.41899785995591193
8,0.4301563946491349
9,0.42759524318806574
10,0.42043930680294417
11,0.4175152604451187
12,0.4128858131048335
13,0.4123080997681472
14,0.40468838344614466
15,0.41074506481086603
16,0.4051149407477692
17,0.4053689055503585
18,0.40624815375856943
19,0.4069333714334205
20,0.40864179211315954
21,0.40647243145511036
22,0.4107638469315094
23,0.4050971044909681
24,0.40492966179079487
25,0.40463800487799173
26,0.4044661180261865
27,0.40357824681595195
28,0.4041631159665185
29,0.40359126457312205
30,0.40686025041148816
