,0
0,12.088843374548167
1,7.1464281297657966
2,6.47282801420985
3,5.9964282552709856
4,5.098192315954256
5,9.697493410587706
6,7.506250936958156
7,8.450142974798426
8,8.438334827918231
9,4.542892506335019
10,8.257220587486344
11,7.409442287115306
12,7.938445222105059
13,6.5377318926526815
14,5.832126144419805
15,5.87525831887858
16,5.826741617379802
17,9.139624630499034
18,6.783434724784575
19,18.884181947069997
20,11.986460464888692
21,9.310209377452502
22,11.622843618843188
23,14.720525782573068
24,11.214049462848012
25,7.7659949885387265
26,14.935768368935223
27,9.693049666813902
28,8.665082437556576
29,5.61005084330506
30,14.715314035552517
