,0
0,3.6500077406965525
1,4.173232658341966
2,4.637160228591971
3,5.065844987210004
4,5.461246031374964
5,5.835975855682084
6,6.179045579704505
7,6.51721405006146
8,6.831142835303079
9,7.127037776516006
10,7.416219625430389
11,7.709264333413417
12,7.962287821608066
13,8.236284143213615
14,8.488295484680478
15,8.715920982076076
16,8.95729429416168
17,9.214805992898839
18,9.420205179816543
19,9.611108273964168
20,9.829098246287208
21,10.042940024179291
22,10.275459697057201
23,10.431086100960892
24,10.61498203754104
25,10.799486847789645
26,11.003590665398615
27,11.159035920570698
28,11.344665805898277
29,11.52757644146165
30,11.705947022597867
