,0
0,3.023672998598264
1,3.4831003824863362
2,3.623178648600619
3,3.6495366059631746
4,3.6327940210928227
5,3.59885556064272
6,3.7635578193254595
7,3.780285424377543
8,3.7918983933471035
9,3.3765577054926013
10,3.790805982449991
11,3.7631971927042818
12,3.7363270666255057
13,3.7160399566973434
14,3.6921462109258085
15,3.829450644792522
16,3.6123822408869644
17,3.5821047372584514
18,3.8652178690372634
19,3.782982580134593
20,3.770000003299031
21,3.8527841535567373
22,3.7309340594793734
23,3.842871388411032
24,3.690339531598536
25,3.8336512506218794
26,3.652640885152589
27,3.796466438115181
28,3.791591598307022
29,3.8881966653101943
30,3.869025283605492
