,0
0,22.59164535379369
1,23.785166240409207
2,26.59846547314578
3,28.132992327365727
4,26.17220801364024
5,29.156010230179028
6,21.568627450980394
7,23.10315430520034
8,26.00170502983802
9,22.335890878090368
10,25.916453537936913
11,27.62148337595908
12,25.234441602728047
13,27.365728900255753
14,28.729752770673485
15,27.536231884057973
16,25.319693094629155
17,24.467178175618074
18,23.529411764705884
19,25.49019607843137
20,19.863597612958227
21,26.59846547314578
22,16.453537936913897
23,26.17220801364024
24,26.854219948849106
25,23.273657289002557
26,17.902813299232736
27,27.280477408354646
28,26.257459505541348
29,28.644501278772378
30,24.467178175618074
