,0
0,3.6479858615255347
1,4.17038062698031
2,4.6381688064534705
3,5.070469066810467
4,5.458711393680736
5,5.8401892575004934
6,6.188210238772488
7,6.510831026430853
8,6.827406611160327
9,7.1344497441714845
10,7.425074056961745
11,7.696611840202216
12,7.9746379349635905
13,8.223047366141667
14,8.495486790183023
15,8.711559154545634
16,8.969941737647662
17,9.206524286483091
18,9.411449754411704
19,9.61051785454394
20,9.83653052666517
21,10.05670742534358
22,10.242923384376478
23,10.428475181956518
24,10.65323999843804
25,10.834169651509605
26,11.02094787548457
27,11.208378829066747
28,11.378446054023605
29,11.5169967342998
30,11.72387695013141
