,0
0,4.522213116026128
1,4.633115926034631
2,8.420494456952841
3,4.079713234201622
4,2.4869804838619625
5,2.4471324077260026
6,2.869541686487605
7,2.470819181960433
8,2.353978409946721
9,3.1667420175872283
10,2.1698085790381625
11,2.287847089006982
12,2.2960224418366675
13,2.1747553518976868
14,2.374367641827793
15,2.1015125745455476
16,2.36833959964754
17,2.263433386058339
18,2.195580237429909
19,2.2107318436066814
20,2.4566754868209224
21,2.366644533128336
22,2.1957914847491917
23,2.0933858916052426
24,1.8474653652307684
25,1.9778879699518033
26,2.1426842872328398
27,2.119510552079712
28,2.051337614288378
29,2.0857106499960683
30,2.0943814065265354
