,0
0,4.185687295151239
1,4.65530320374502
2,5.087225078780907
3,5.490261697040035
4,5.867190620393474
5,6.226660503437079
6,6.561358431229163
7,6.887310930177886
8,7.184333412348781
9,7.491852478276325
10,7.7717640087699955
11,8.047665362514165
12,8.29941145114028
13,8.55506242855141
14,8.826142873578661
15,9.05547869462232
16,9.269631128992064
17,9.510008745200942
18,9.744181383042081
19,9.946227636498518
20,10.138896611191662
21,10.354051948056934
22,10.560831341261679
23,10.76342949978364
24,10.95558122344561
25,11.128139950558158
26,11.31171876414216
27,11.49162589459235
28,11.663191689405489
29,11.81712304174094
30,12.028637684265833
