,0
0,4.188670959673458
1,4.656116409019711
2,5.087209041089878
3,5.483020484640218
4,5.858476107676396
5,6.228649842458145
6,6.56971683257157
7,6.881200571307192
8,7.184803883924479
9,7.505546517325602
10,7.7650083652535224
11,8.035869961530214
12,8.297487080276394
13,8.572703498344373
14,8.80358290039233
15,9.043078018035946
16,9.290652187365154
17,9.514002169378266
18,9.723492774392769
19,9.951687547242194
20,10.161297774372047
21,10.348615733562916
22,10.569092169633691
23,10.754288217554343
24,10.933097988559204
25,11.150350963127218
26,11.312586083072457
27,11.504288492733993
28,11.660866754390726
29,11.83793683971392
30,12.037026777986807
