,0
0,5.217010380561239
1,4.7651555600032465
2,4.1377834834412175
3,4.167218407415891
4,3.5510409401474314
5,3.658572518139618
6,3.2520947077514757
7,3.605892531723693
8,3.060910100038325
9,3.002960325355091
10,2.7796405141689857
11,2.825300869903704
12,3.0066499956488646
13,2.9511104074471395
14,2.5937844202291735
15,3.0766236546970265
16,2.4416874626654947
17,2.593461974334568
18,2.4940950186078017
19,2.296481377237765
20,2.490677436309126
21,2.689784077562059
22,2.6335459464656448
23,2.354624507077659
24,2.3856306043972078
25,2.473578483997858
26,3.4794034635204714
27,2.4118847813979634
28,2.266784395550035
29,2.4948609150797725
30,2.232854272565324
