,0
0,3.963703654461033
1,4.1885460840410405
2,4.216590018958201
3,4.187343898699728
4,4.131536592824118
5,4.0641391724829425
6,4.384661663123947
7,4.376747646371792
8,4.349754127018735
9,4.322649822845758
10,4.289614558036236
11,4.248782815879126
12,4.219518617578389
13,4.430287450589024
14,4.150540259915219
15,4.123299646652467
16,4.350394651466208
17,4.320590676311382
18,4.3005821741412165
19,4.425720545141657
20,4.398085681594594
21,4.401941993438663
22,4.364142228474185
23,4.20755554323718
24,4.3472642045458265
25,4.31733210498669
26,4.311584954237346
27,4.278203375536961
28,4.474704534757007
29,4.254776106202284
30,4.439978060385532
