,0
0,24.55242966751918
1,25.404944586530263
2,26.51321398124467
3,26.51321398124467
4,28.900255754475705
5,22.16538789428815
6,28.55924978687127
7,30.17902813299233
8,24.55242966751918
9,26.342710997442456
10,26.939471440750214
11,26.427962489343564
12,26.427962489343564
13,28.985507246376812
14,25.49019607843137
15,23.614663256606992
16,26.59846547314578
17,23.6999147485081
18,27.10997442455243
19,22.335890878090368
20,24.722932651321397
21,26.08695652173913
22,25.404944586530263
23,29.241261722080136
24,24.381926683716966
25,26.257459505541348
26,25.06393861892583
27,25.06393861892583
28,28.473998294970162
29,23.6999147485081
30,25.404944586530263
