,0
0,22.762148337595907
1,23.955669224211423
2,22.25063938618926
3,23.10315430520034
4,24.55242966751918
5,25.66069906223359
6,24.381926683716966
7,28.132992327365727
8,22.335890878090368
9,19.607843137254903
10,21.398124467178175
11,22.847399829497014
12,24.04092071611253
13,20.375106564364877
14,22.08013640238704
15,24.893435635123616
16,26.08695652173913
17,21.73913043478261
18,21.824381926683717
19,22.08013640238704
20,21.312872975277067
21,24.63768115942029
22,23.614663256606992
23,21.568627450980394
24,23.529411764705884
25,21.909633418584825
26,21.73913043478261
27,24.381926683716966
28,24.04092071611253
29,24.21142369991475
30,20.971867007672635
