,0
0,27.280477408354646
1,25.234441602728047
2,22.25063938618926
3,22.59164535379369
4,20.971867007672635
5,19.948849104859335
6,18.414322250639387
7,17.050298380221655
8,17.135549872122763
9,17.135549872122763
10,16.19778346121057
11,15.089514066496164
12,15.686274509803921
13,14.236999147485081
14,14.236999147485081
15,14.748508098891731
16,13.128729752770674
17,14.066496163682864
18,13.981244671781756
19,12.787723785166241
20,12.702472293265131
21,11.423699914748507
22,10.997442455242966
23,12.361466325660698
24,12.787723785166241
25,9.548167092924126
26,9.803921568627452
27,11.082693947144074
28,11.679454390451832
29,9.548167092924126
30,9.718670076726342
