,0
0,4.456082075778213
1,2.88675379219435
2,2.97635187244265
3,3.866828180261752
4,2.69812287211871
5,3.162974227354971
6,2.419119400586053
7,2.2013109548021523
8,4.282511380243767
9,1.9886061900383363
10,2.7891450749899738
11,2.3951984772579626
12,2.563962814167257
13,2.2291217744838883
14,3.0121064403427704
15,2.232245696786976
16,2.1696790032757445
17,2.848323644737572
18,2.255910440492028
19,2.467404567774905
20,2.046528860496261
21,2.230361077338574
22,1.935854503310472
23,2.2283611095963263
24,1.9906443605433646
25,1.984963881624039
26,2.1487092792871367
27,1.967510557576322
28,2.0135538878090404
29,1.9459175264027166
30,2.0907247543610605
