,0
0,5.351106433594565
1,4.584181643818635
2,4.351936613429254
3,3.723648568450085
4,3.4162450513004545
5,3.1541701075242297
6,3.212432365548411
7,2.9392622951023895
8,3.0197851762908483
9,2.649505694977336
10,3.1800244278518357
11,3.324849806272853
12,2.8813554207779806
13,2.7464764257775798
14,2.8191179018532653
15,3.2951699806524664
16,2.429243885391254
17,2.4904564386694927
18,2.765541552846876
19,2.7909167265013277
20,2.6035060099870653
21,2.3660200610243383
22,2.496514718711336
23,2.6569155871030947
24,2.4635648873898432
25,2.433979606957562
26,2.507970225276668
27,2.368381749220563
28,2.430829402950802
29,2.2822085003307486
30,2.341317806567683
