,0
0,0.4972958446339187
1,0.42101578003939555
2,0.404045919127071
3,0.40195179493468564
4,0.4031677867676589
5,0.40985565841685295
6,0.44536062319028324
7,0.44206687892118457
8,0.4332850185811579
9,0.42351750132976895
10,0.41812094222753005
11,0.41603792644767307
12,0.4134516259092163
13,0.4125991367747821
14,0.4120344160605405
15,0.4045779729060754
16,0.40516962550714103
17,0.4051809863616857
18,0.40635198833805114
19,0.41226567634207173
20,0.40819822936650324
21,0.4095082052323431
22,0.405985912530893
23,0.4041554453384039
24,0.4047693361790983
25,0.41436673619768305
26,0.40417240649854697
27,0.40390092221503904
28,0.41624268206311227
29,0.40391017960949965
30,0.4042325212121763
