,0
0,3.0307624362722083
1,3.4837878552861277
2,3.6247870482676454
3,3.6513781528405302
4,3.6415010059718007
5,3.5975883413216976
6,3.5369012390231136
7,3.7763151060955447
8,3.7896219212056623
9,3.796055850895629
10,3.7801207469671554
11,3.762604516352383
12,3.733314999020796
13,3.7083056287919223
14,3.809421713868171
15,3.649593772021672
16,3.620651613025322
17,3.5827344454825387
18,3.8016004087080164
19,3.784599253104659
20,3.771048646796818
21,3.867593159790968
22,3.8521942125640924
23,3.839836526040806
24,3.8332076779944084
25,3.8221305855192247
26,3.812802697411628
27,3.8073183142669196
28,3.7804120716331115
29,3.8728548232528195
30,3.7546040884525014
