,0
0,22.421142369991475
1,22.16538789428815
2,23.6999147485081
3,24.893435635123616
4,24.12617220801364
5,26.342710997442456
6,23.017902813299234
7,21.312872975277067
8,23.273657289002557
9,21.6538789428815
10,22.16538789428815
11,25.319693094629155
12,20.801364023870416
13,21.057118499573743
14,23.785166240409207
15,23.614663256606992
16,26.939471440750214
17,22.16538789428815
18,21.73913043478261
19,23.6999147485081
20,20.71611253196931
21,22.421142369991475
22,23.358908780903665
23,23.529411764705884
24,21.483375959079282
25,18.840579710144926
26,24.55242966751918
27,18.840579710144926
28,24.04092071611253
29,22.25063938618926
30,22.421142369991475
