,0
0,0.15794884750183202
1,0.12580735740130583
2,0.11827760026556057
3,0.11644998780368451
4,0.11658012799081562
5,0.11743846177960804
6,0.11850466773479192
7,0.1194648239537476
8,0.13549575436775935
9,0.13182056703574865
10,0.12834903037447948
11,0.12770552941720048
12,0.1249666306011511
13,0.12247616474148608
14,0.12137896526104855
15,0.11772096637827667
16,0.1176372481303229
17,0.1194433602516634
18,0.11780878603268388
19,0.12084813464948746
20,0.11794913162799787
21,0.11957213110370168
22,0.11940875129749597
23,0.11848817929570779
24,0.11863175754110565
25,0.11802145248726333
26,0.11778294690318532
27,0.11766946707910762
28,0.1174821544614328
29,0.11715543129616594
30,0.11813367926997198
