,0
0,4.186669838342046
1,4.6553122460062095
2,5.093764575802838
3,5.483636640095741
4,5.861408813475616
5,6.2219141986248605
6,6.56102896381251
7,6.880564537196229
8,7.182118977171295
9,7.489058625678895
10,7.775124813924752
11,8.036067421404816
12,8.307593251193774
13,8.551470137370451
14,8.808793795097529
15,9.059332514664964
16,9.28424507488354
17,9.496566260012113
18,9.729279355172704
19,9.945901782737721
20,10.15642760186535
21,10.36619653026441
22,10.553960333463626
23,10.771098590256681
24,10.94556670940749
25,11.159151234902657
26,11.314229577272501
27,11.495507448751004
28,11.672199949259337
29,11.84878960439743
30,12.001384550285943
