,0
0,5.361014206940001
1,4.9453713408051305
2,4.618401834547703
3,4.3279517626942
4,4.211947649722797
5,3.980134083967892
6,3.3818814890495568
7,3.0496950857249376
8,3.168266310226257
9,3.001729452639851
10,2.8367541473728526
11,3.117643410572106
12,2.5793625033749565
13,3.0502630949687637
14,3.418491436910495
15,2.6926711168515487
16,2.490480871609353
17,2.2939547077389246
18,2.828906923918727
19,2.680356289006744
20,2.550206558517887
21,2.5416229714719365
22,2.650002158681457
23,2.618568010214584
24,2.3253067453858027
25,2.281624931310528
26,2.3882785379872487
27,2.481025855185064
28,2.3836766379265546
29,2.2162476988716464
30,2.34197082214678
