,0
0,12.78577024527131
1,7.442285071000743
2,6.547938595868142
3,5.040035780523129
4,5.006490886364849
5,5.794596210679229
6,9.7834379801982
7,8.27768085291313
8,10.056497571983915
9,6.135860124442772
10,5.669064999120685
11,12.735848053312939
12,10.537154720988521
13,12.759044363798136
14,8.241031628464837
15,14.293662026381574
16,5.898103644882803
17,7.491336614724003
18,11.28940146821
19,13.260344747527558
20,10.333310358386669
21,11.9805942337559
22,11.416419828832538
23,11.297979962240039
24,8.673462289714575
25,8.932968731973242
26,11.109418568127184
27,5.606162652466425
28,10.306808279721912
29,9.93407576648043
30,9.62579303659366
