,0
0,3.0217943004174153
1,3.4869388163668757
2,3.6229761157373805
3,3.6482053197631963
4,3.6383255992680543
5,3.600389343653268
6,3.759886676251069
7,3.468699694678784
8,3.79705236500478
9,3.7947065896871113
10,3.7766299990057837
11,3.7555199235743078
12,3.736061899913635
13,3.711470642693705
14,3.6750530391222243
15,3.6510407288762665
16,3.82121285202174
17,3.8113567592745365
18,3.794879487639452
19,3.7824734740464696
20,3.762074580995666
21,3.8447399724615274
22,3.8462571131645804
23,3.837219621509728
24,3.8312212568467454
25,3.8198406659708084
26,3.8070531976514226
27,3.798535012819076
28,3.7884749014618895
29,3.775260772352564
30,3.7599091928051878
