,0
0,24.978687127024724
1,22.421142369991475
2,19.69309462915601
3,20.545609548167093
4,18.499573742540495
5,16.965046888320547
6,17.391304347826086
7,16.453537936913897
8,15.430520034100597
9,15.174765558397272
10,15.686274509803921
11,13.981244671781756
12,13.81074168797954
13,12.446717817561808
14,12.702472293265131
15,12.617220801364024
16,10.997442455242966
17,11.3384484228474
18,10.82693947144075
19,11.253196930946292
20,10.656436487638533
21,11.84995737425405
22,12.361466325660698
23,11.84995737425405
24,11.082693947144074
25,9.718670076726342
26,11.167945439045184
27,10.485933503836318
28,8.695652173913043
29,11.764705882352942
30,10.144927536231885
