,0
0,3.969617457602463
1,4.183506762410804
2,4.218041005568017
3,4.185608638891014
4,4.128102574574118
5,4.075773288357995
6,4.385613662979105
7,3.9526079506602407
8,4.354020510915276
9,4.31976009991043
10,4.300017682693153
11,4.2680404085878285
12,4.228542786328495
13,4.184509250296766
14,4.149201039570485
15,4.390661740574203
16,4.351958210058244
17,4.439547398166551
18,4.293404241561813
19,4.409005088523193
20,4.267036858876938
21,4.384577905299127
22,4.2133229682306155
23,4.199044113761434
24,4.182627031544231
25,4.314304814620127
26,4.309040402975466
27,4.282561408372372
28,4.481889765854088
29,4.251345661394637
30,4.250077469512994
