,0
0,5.086062644178758
1,3.405147424327759
2,3.1242994475819996
3,3.484762505106902
4,3.8633856117303282
5,8.966087860571141
6,8.117389964281612
7,3.363465331969421
8,12.534131120512074
9,19.254379800979482
10,13.07930776021206
11,8.95095032405249
12,8.147518096268994
13,16.837488449319196
14,9.515114329493617
15,10.043405227167007
16,12.034904265602389
17,37.31216346418658
18,15.603194832998843
19,21.926943369662286
20,15.413847321134545
21,20.796489405503003
22,10.10759304777538
23,24.99878173045654
24,9.967293353065681
25,28.203081265663638
26,16.792699668440495
27,13.571593101202382
28,24.192276817872113
29,13.42414683491
30,13.60208511571229
