,0
0,0.1571423701621241
1,0.12586651907275803
2,0.11800368221353104
3,0.11649393433634705
4,0.1165485228135637
5,0.11741105420466723
6,0.14807827808595286
7,0.14504001882277298
8,0.13756740066430717
9,0.13101064957880595
10,0.12754088072244843
11,0.1255683157341117
12,0.12419643548510857
13,0.11853757687205091
14,0.12167219652507465
15,0.11776144025233787
16,0.11766796269143362
17,0.11767745042186573
18,0.11758955311281984
19,0.12186686493698343
20,0.11890354547836762
21,0.11816732339484116
22,0.1185653884138467
23,0.11826666610162906
24,0.1177317473608516
25,0.118923526987061
26,0.11754952059201519
27,0.11754111020293044
28,0.11741118041232966
29,0.11747425657643316
30,0.11776907807590577
