,0
0,3.9706380680367332
1,4.18597733200773
2,4.218472317010863
3,4.194060091627592
4,4.132442019997517
5,4.062910937070697
6,4.372623479134066
7,4.384102250064891
8,4.3543948515953605
9,4.312651161930873
10,4.286846460212894
11,4.252346023648364
12,4.21587432602851
13,4.42071811292635
14,4.15083977678519
15,4.368959307520123
16,4.355798319485363
17,4.325298641814755
18,4.304818891876121
19,4.413351208704966
20,4.019605111495166
21,4.2297730353098055
22,4.391005965312851
23,4.3510292386671
24,4.339046639623314
25,4.168797209921219
26,4.303952998859224
27,4.292449383589768
28,4.26850854865157
29,4.249360691667159
30,4.4916862909800095
