,0
0,2.5467266156268877
1,3.410308150388791
2,3.574859226589772
3,3.473839347938744
4,2.672431330110465
5,3.5997515219296297
6,2.849423327043034
7,2.943951943809004
8,2.7712991712462416
9,2.292869786595465
10,2.7454289878622755
11,2.0732559791867486
12,2.1542379832325436
13,2.6517187240406304
14,2.130863060724415
15,5.20673829084474
16,2.230397721138273
17,2.1402241845735115
18,2.235956554868672
19,2.3481844619602295
20,2.5980524406990018
21,2.440903353928975
22,2.2062969702028643
23,2.2039336867855033
24,2.2808241099000672
25,1.9343228861251436
26,1.9604265981879998
27,2.014418320813155
28,1.902160387286238
29,1.8992045568906457
30,2.124635923152578
