,0
0,27.62148337595908
1,24.722932651321397
2,22.25063938618926
3,20.886615515771528
4,20.28985507246377
5,18.67007672634271
6,18.584825234441603
7,18.15856777493606
8,17.81756180733163
9,15.856777493606138
10,15.942028985507246
11,15.089514066496164
12,15.004262574595055
13,14.578005115089514
14,13.554987212276215
15,13.29923273657289
16,13.213981244671782
17,12.27621483375959
18,12.617220801364024
19,13.29923273657289
20,11.84995737425405
21,11.167945439045184
22,12.105711849957375
23,12.361466325660698
24,11.423699914748507
25,11.508951406649617
26,11.423699914748507
27,11.508951406649617
28,11.253196930946292
29,12.190963341858483
30,10.059676044330775
