,0
0,4.185655037171189
1,4.65461477905054
2,5.087204462235657
3,5.487767153356233
4,5.867010293451212
5,6.220725472679187
6,6.558250529321272
7,6.888195481671606
8,7.185805220012488
9,7.486297272450153
10,7.763513283632568
11,8.050664897297926
12,8.310075851000933
13,8.576117662394287
14,8.802436098144785
15,9.0432673364761
16,9.272144091959127
17,9.509311620693232
18,9.74564071504425
19,9.931316773342937
20,10.159712601987579
21,10.356607381127265
22,10.553681899149668
23,10.764302985724573
24,10.93090670653091
25,11.116596939514757
26,11.32149036996297
27,11.519276681642111
28,11.660164115086923
29,11.839256274886596
30,11.998776097908236
